 Gabon;3
 carbon emission;3
 climate change;3
 Hyperspectral imaging;3
 sustainable development;3
 Inductive sensors;3
 Mangifera indica;3
 Color;3
 HyperSpectral;3
 Vegetation index;3
 crop yield;3
 Coefficient of variation;3
 dry matter;3
 Viscosity;3
 Gas detectors;3
 spectroscopy;3
 Computer vision;3
 Water;3
 Land-cover change;3
 Sunflower oil;3
 Cultivation;3
 source-sink dynamics;3
 Light emitting diodes;3
 Storms;3
 Design and Development;3
 Light sources;3
 sustainability;3
 Gateways (computer networks);3
 Global warming;3
 maturation;3
 Oil palm waste;3
 Petroleum industry;3
 rubber;3
 Dielectric spectra;3
 Dielectric spectroscopy;3
 Models;3
 Physical characteristics;3
palm oil;3
 Rubber plantations;3
 Diesel fuels;3
 Polarimeters;3
 phenology;3
 Oil shale;3
 Microwave;3
 Ripening;3
 Ripeness;3
 fruit ripening;3
 Dry matter;3
 Environmental Monitoring;3
 Resonant frequency;3
 Microwave sensors;3
 Plant Oils;3
 Research;3
 Oil contents;3
 Plant Transpiration;3
 procedures;3
 Antennas;3
 Prunus persica;3
 PCA;3
 Asia;3
 RGB;3
 Mathematical models;3
 evapotranspiration;3
 nitrogen;3
 Maturity;3
 pH;3
 Article;3
Computer vision;3
 Dielectric properties;3
 Acids;3
 harvesting;3
 Electronic nose;3
 Sensor nodes;3
 Peat;3
 Drainage;3
 Non destructive;3
 flowering;3
 sampling;3
 Fibers;3
 land use;2
 Ethanol production;2
 land use planning;2
 chlorophyll;2
 Esters;2
 Eurasia;2
 lipid;2
 Gas sensing electrodes;2
 Environmental impact;2
 carbohydrate metabolism;2
 Elastic moduli;2
 nutrient dynamics;2
 angiosperm;2
 Electrodes;2
 Geophysics;2
 Electromagnetic shielding;2
 antioxidant;2
 apple;2
 Electronic nose (e-nose);2
 Genetic algorithms;2
 Electronic nose systems;2
 biodiversity;2
 biological model;2
 microwave radiation;2
 measurement;2
 Evanescent wave refractometer;2
 Empty fruit bunches;2
 Future perspectives;2
 estimation method;2
 industrial waste;2
 fertilizer;2
 forest;2
 food availability;2
 ecohydrology;2
 economic development;2
 fluorometry;2
 ecosystem;2
 fluorescence;2
 eddy covariance;2
 flower;2
 flooding;2
 Flowering;2
 experimental design;2
 imaging method;2
 evergreen tree;2
 Fragmentation;2
 Forests;2
 allometry;2
 Forest fragmentation index;2
 environmental impact;2
 environmental management;2
 Fluorometry;2
 evaluation study;2
 environmental policy;2
 evaluation;2
 Flavor;2
 forest ecosystem;2
 drought;2
 Flash points;2
 FTIR;2
 Faster R-CNN;2
 Fatty acid composition;2
 Fatty acids;2
 Fruitylicious;2
 confidentiality;2
 harvest;2
 greenhouse effect;2
 equipment;2
 gravimetry;2
 Fertilizing;2
 cultivar;2
 Fruit quality;2
 Fiber reinforced materials;2
 deciduous tree;2
 genetics;2
 deforestation;2
 Fruit development;2
 developmental biology;2
 Field measurement;2
 Filter selection;2
 dicotyledon;2
 drainage;2
 crop plant;2
 Total soluble solids;2
 agroforestry;2
 Riau;2
 Milling (machining);2
 Mineral resources;2
 Reinforcement;2
 Reinforced plastics;2
 Models, Biological;2
 Reforestation;2
 Moisture determination;2
 Reflection;2
 Molecular imprinted polymer (MIP);2
 Recent researches;2
 Monitoring;2
 Monitoring capabilities;2
 Radar imaging;2
 RGB pixel values;2
 RGB LED;2
 REDD+;2
 REDD;2
 Microwave moisture;2
 Rice bran oil;2
 Measurement system;2
 Microwave devices;2
 Mechanical properties;2
 Mesocarp;2
 Seasons;2
 Metal oxide gas sensors;2
 Metallic compounds;2
 Satellites;2
 Satellite sensors;2
 Satellite remote sensing;2
 MiRF(modified interval Random Frog);2
 Microcontrollers;2
 Microcrystalline cellulose;2
 Microorganisms;2
 Rubber latexes;2
 Rotation;2
 Roots;2
 Microwave absorbers;2
 Microwave absorbing materials;2
 Quality control;2
 NIR;2
 Quality Control;2
 Pyrus communis;2
 Phenolics;2
 Phenolic acids;2
 Olive oil;2
 Pear;2
 Peach;2
 Patient monitoring;2
 Operational areas;2
 Parthenocarpy;2
 Papua New Guinea;2
 Optical radar;2
 Palm oil mill effluents;2
 Palm oil empty fruit bunch;2
 Paddy;2
 Orange maturity;2
 Orbits;2
 Oxygen;2
 Organic acid;2
 Phenotypic plasticity;2
 Photosynthesis;2
 Photosynthetically active radiation;2
 Polypropylenes;2
 Properties;2
 Net primary productivity;2
 Network architecture;2
 Nitrogen;2
 Principal component analysis;2
 Nondestructive examination;2
 Nondestructive measurement;2
 Point measurement;2
 Oil palm ash;2
 Nutrients;2
 Plant Stems;2
 Oil extraction;2
 Pixels;2
 Piggyback;2
 Oil palm FFB;2
 Picking;2
 Sensitivity;2
 Sensory aids;2
 Yield mapping;2
 Hyperspectral;2
 Urban index;2
 Unmanned aerial vehicles (UAV);2
 Image quality;2
 Image segmentation;2
 Induction;2
 Tropical rain forest;2
 Tropical peat;2
 Inductive concept;2
 Tropical;2
 Inflorescence;2
 Transgene expression;2
 Effluent treatment;2
 Integrodifferential equations;2
 Tomato;2
 International (CO);2
 Thermoplastics;2
 Thermoplastic starch;2
 Vapor Pressure;2
 Hydrology;2
 Sentinel;2
 Husk tomato;2
 Green mould;2
 Wood density;2
 Wireless sensor network;2
 Groundwater;2
 Growth;2
 HPLC;2
 Hand-operated;2
 Hardness;2
 Hardwoods;2
 Water washing;2
 Hazards;2
 Heat transfer;2
 Heater;2
 Heating;2
 Volatile compounds;2
 Vitis vinifera;2
 Host acidification;2
 Ions;2
 Thermal degradation kinetics;2
 Theobroma cacao;2
 Texture;2
 Low-cost sensors;2
 Lycopersicon esculentum;2
 MATLAB;2
 Solar energy;2
 Machine design;2
 Machine learning;2
 Soil surveys;2
 Soil moisture;2
 Malus;2
 Site-specific management;2
 Mango volatiles;2
 Single polarization;2
 Manufacture;2
 Side-polished fibre;2
 Maturation;2
 Maturity levels;2
 Maturity stage;2
 Spatial resolution;2
 Logistic regression;2
 Local weather conditions;2
 Support vector machines;2
 Tenera;2
 LULC;2
 Land Use;2
 Land use;2
 Land use change;2
 Synthetic fuels;2
 Sustainable agriculture;2
 Sumatra , Indonesia;2
 Spectrometer;2
 Sugar (sucrose);2
 Subsidence;2
 Structural design;2
 Light penetration;2
 Light weight concrete;2
 Liquids;2
 Spectrometers;2
 Effluents;2
water;2
 plant stem;2
 Conventional methods;2
Antioxidants;2
 privacy;2
agricultural production;2
 Allometric equations;2
 Algorithms;2
Damage detection;2
 Disaster prevention;2
 pollination;2
 Disasters;2
Chlorophyll;2
 Deformation;2
 plantation forestry;2
 Color recognition;2
 standards;2
 starch;2
 yield response;2
 CST microwave studio;2
 Chlorine compounds;2
Carbon;2
Arduino;2
carbohydrate;2
carbon emission;2
carbon sequestration;2
Cameras;2
Artificial Neural Network;2
 physical chemistry;2
Fruits;2
 Amazonia;2
 Concrete aggregates;2
 Digital storage;2
Color;2
 sensor;2
 Carbon Dioxide;2
 sex determination;2
Compression testing;2
 Carbohydrates;2
Agriculture;2
 Carbohydrate Metabolism;2
 season;2
 Carbon sequestration;2
 smallholder;2
 Dielectric materials;2
 Composite materials;2
Cold storage;2
 soil water;2
 socioeconomic impact;2
 soil amendment;2
 Comparative studies;2
 ripeness;2
 rice bran oil;2
Acid hydrolysis;2
 soil carbon;2
 Categorical analysis;2
Algorithms;2
 rainforest;2
Allometry;2
 Design and simulation;2
 surface property;2
 Compressive strength;2
 Biodiesel;2
 organic soil;2
 Climate Change;2
 organic matter;2
 transpiration;2
 Damage assessments;2
 EFB;2
 Climacteric fruits;2
 tomato;2
Ecohydrology;2
 Biodiversity;2
 E-Nose;2
 tropical region;2
 Drying;2
 Cooking;2
 DMAIC;2
 organic carbon;2
 Benin;2
 Broadband frequency;2
 phenotypic plasticity;2
 Acacia;2
 tropical forest;2
Diameter;2
 temperature;2
Biology;2
 Classification models;2
 water table;2
 Ecosystem;2
 Economics;2
 Eco-physical approach;2
Backpropagation;2
 Capacitive performance;1
 Capacitive plate;1
 Measuring ranges;1
 Mechanical damages;1
 Microwave scattering model;1
 Measuring instruments;1
 Capacitive response;1
 Microwave remote sensing;1
 Measurement precision;1
 Mediterranean environment;1
 Blueberry;1
 Mechanical extraction;1
 Microstrip ring;1
 Blue mould;1
 Measurement points;1
 Carbon Isotopes;1
 Maturity prediction;1
 Millimeter wave devices;1
 Carbon Cycle;1
 Biomass activated carbon;1
 Maturity staging;1
 Maximum likelihood classification;1
 Millimeter wave circuits;1
 Capacitive sensors;1
 Maximum shear forces;1
 Maximum static friction;1
 Milk production;1
 Capacitive sensing;1
 Mean square error;1
 Measurement and analysis;1
 Microwave reflection;1
 Military surveillance;1
 Military data processing;1
 Biomedical engineering;1
 Mental model;1
 Capacitance change;1
 Mental models;1
 Meteorological instruments;1
 Methane (CH4);1
 Methane emission;1
 Maturity indices;1
 Methanol;1
 Methyl esters;1
 MicroSoft;1
 Microcontroller;1
 Brix;1
 Microwave absorbing material;1
 C/N ratio;1
 Broadband amplifiers;1
 Broadband applications;1
 C-FIX models;1
 Microcrystals;1
 Brunei Darussalam;1
 C (programming language);1
 Microsporocytes;1
 Microstrip (MSL);1
 Bunch index;1
 Microstrip antennas;1
 Budbreak;1
 Cacao;1
 Calibration;1
 Capacitance voltage;1
 Calibration and measurements;1
 Mesocarp oil content;1
 Metabolism;1
 Metal oxide (MOX) sensors;1
 Microstrip ring resonator;1
 Microwave heating process;1
 Canola oil;1
 Bos;1
 Botany;1
 Microwave heating;1
 Metal oxide semiconductor;1
 Metal oxide sensors;1
 Metal surfaces;1
 Bovidae;1
 Microwave communication systems;1
 Calibration samples;1
 Brake thermal efficiency;1
 Microwave antennas;1
 Metamagnetic transitions;1
 Calibration equations;1
 Microwave absorbing properties;1
 Brazil;1
 Ecosystems;1
 Casimiroa edulis;1
 Maturity index;1
 Chemical parameters;1
 Linear Support Vector Machines;1
 Linear coding;1
 Linear dimensions;1
 Linear discriminant analysis;1
 Citrus peel;1
 Linoleic acid;1
 Citrus;1
 Lipids;1
 Liquid dielectrics;1
 Liquid fertilizer;1
 Citra;1
 Chlorophylls;1
 Chlorophyll index;1
 Lithology;1
 Live green ovary;1
 Living organisms;1
 Load voltages;1
 Local ecological knowledge;1
 Local environments;1
 Chlorophyll contents;1
 Locality-constrained linear coding;1
 Logarithmic models;1
 Logging;1
 Logging (forestry);1
 Logistic multinomial model;1
 Loss factor;1
 China;1
 Limit sets;1
 Lignocellulosic fibres;1
 Citrus peels;1
 Classification accuracy;1
 Length and position;1
 Lesser Sunda Islands;1
 Classification and regression tree;1
 Levenberg–Marquardt (LM) back-propagation algorithm;1
 Classification and evaluations;1
 LiDAR;1
 Lidar;1
 Ligands;1
 Light Sources;1
 Light detection and ranging;1
 Classification algorithm;1
 Light intensity;1
 Light measurement system;1
 Lignocellulosic fibers;1
 Light meters;1
 Classification (of information);1
 Light reflection;1
 Classification;1
 Light weight aggregate;1
 Citrus sinensis;1
 Lighting;1
 Lightweight concrete;1
 Lightweight mortar;1
 Lightweight mortars;1
 Lignocellulosic;1
 Lignocellulosic fiber;1
 Chemical process;1
 Chemical formulae;1
 Carbon allocation;1
 Chemical bonds;1
 Cell number;1
 Magnetic sublattices;1
 Magnetic susceptibility;1
 Magnetism;1
 Malaysian palm oil boards;1
 Male;1
 Male reproductive organs;1
 Malic acid;1
 Malic acids;1
 Catchments;1
 Mineral nutrients;1
 Management practices;1
 Cash crop;1
 Mango fruit;1
 Case study analysis;1
 Carotenoids;1
 Manihot esculenta;1
 Manipulator;1
 Carbon-based electrodes;1
 Carbon residue;1
 Mathematical prediction model;1
 Mathematical transformations;1
 Matlab- software;1
 Matthiola;1
 Carbon monoxide;1
 Carbon estimations;1
 Maturity change;1
 Magnetic structure;1
 Magnetic resonance imaging;1
 Magnetic materials;1
 MATLAB platform;1
 Losses;1
 Low Range (LoRa);1
 Low costs;1
 Low deviations;1
 Low heat rejection engine;1
 Low noise;1
 Low noise amplifiers;1
 Low power electronics;1
 Low power wireless;1
 Chemical activation;1
 Low-pass;1
 Chelation;1
 MIM devices;1
 Cements;1
 MLP;1
 Charcoal;1
 MOS devices;1
 MOSFET devices;1
 Characteristic wavelength;1
 Ceramic materials;1
 Ceramic capacitors;1
 Machine vision algorithm;1
 Magnetic artificial cilia;1
 Central Africa;1
 Magnetic frustrations;1
 Magnetic ground state;1
 Biology;1
 Molecularly Imprinted Polymer;1
 Mineral oils;1
 Oil extraction and fatty acids;1
 Airphoto;1
 Oil field development;1
 Oil filled transformers;1
 Oil industries;1
 Aircraft manufacture;1
 Airborne Systems;1
 Air;1
 Agro-industrial wastes;1
 Agriculture sectors;1
 Oil palm ash absorbent material;1
 Oil palm biomass;1
 Oil palm empty fruit bunch;1
 Oil palm empty fruit bunch (OPEFB);1
 Agricultural wastes;1
 Oil palm fibres;1
 Oil palm frond;1
 Oil palm fruit;1
 Agricultural technologies;1
 Agricultural robotics;1
 Agricultural products;1
 Oil palm kernels;1
 Oil palm maturity prediction;1
 Oil palm nursery;1
 Oil palm optical properties;1
 Oil palm plantation;1
 Agricultural productivity;1
 Oil palm shell;1
 Oil extraction rates;1
 Allometry;1
 Normalized difference vegetation index;1
 Alternative solutions;1
 Normalized differences;1
 North America;1
 Number of fruit;1
 Number of layers;1
 Nutrient concentrations;1
 Nutrient fluxes;1
 Nutrient management;1
 Nutrient retention;1
 Nutrient use efficiency;1
 Anechoic chambers;1
 Android (operating system);1
 Amplifiers (electronic);1
 Nutrition;1
 Nutritional components;1
 Nutritional parameters;1
 Ambient humidity;1
 OFDM systems;1
 OPRiD;1
 ORP meter;1
 ORP sensor;1
 Object detection;1
 Odor Control;1
 Odour Capturing Module;1
 Off-the-shelf components;1
 Oil;1
 Oil circuit breakers;1
 Oil content;1
 Agricultural productions;1
 Agricultural intensification;1
 Aggregates;1
 Oil temperature;1
 Optical materials;1
 Accurate prediction;1
 Optical resonators;1
 Accurate analysis;1
 Optical sensor;1
 Acceptable performance;1
 Optical sensors;1
 Optical spectrometers;1
 Optimal conditions;1
 Optimisation;1
 Optimisations;1
 Absorption measurements;1
 Optimum designs;1
 Absorption;1
 Above-ground carbons;1
 ASTM standards;1
 Orchards;1
 ANSYS parametric design language;1
 Ordinal logistic regression;1
 Organ Specificity;1
 Organic Light-Emitting Diodes (OLED);1
 (e ,3e) process;1
 Organic acids;1
 Organic amendments;1
 Organic materials;1
 Organic soil;1
 Organic soils;1
 Optical filters;1
 Optical fibers;1
 Acetic acid;1
 Online monitoring;1
 Oil-palm fiber reinforced composite material;1
 Oils;1
 Oils and fats;1
 Okra;1
 Oleaceae;1
 Oleic acid;1
 Oleosynthesis cost;1
 Oleuropein;1
 Adulteration of oil;1
 Olives;1
 Omics research;1
 On-line measurements;1
 Adiabatic engines;1
 Optical characteristics;1
 Additional experiments;1
 Open source software;1
 Activating agents;1
 Activated agent;1
 Open sources;1
 Open systems;1
 Open-ended coaxial probe;1
 Open-source hardwares;1
 Actinidia deliciosa;1
 Actinidia chinensis;1
 Operational zones;1
 Opportunity costs;1
 Normalized difference water index;1
 Animal fats;1
 Biogas;1
 Monocotyledon;1
 Monopole sensor;1
 Morphology;1
 Morphology control;1
 Morris sensitivity analysis;1
 Mortality;1
 Mortar;1
 Mortar specimens;1
 Movement Simulation;1
 Multi-functional;1
 Multiband;1
 Multinomial logistic regression;1
 Multinomial logistic regression models;1
 Automatic grading;1
 Multiparameters;1
 Automatic;1
 Automated detection;1
 Multiple interactions;1
 Multiplicative scatter correction;1
 Authentication;1
 Atmospheric temperature;1
 Multipurpose breeds;1
 Multivariant analysis;1
 Multivariate Analysis;1
 Multivariate data;1
 Multivariate data analysis;1
 Multivariate data techniques;1
 Murashige and Skoog mediums;1
 Monopole antennas;1
 Monitoring system;1
 Normalized Difference Water Index;1
 Monitoring equipment;1
 Mixed weeds;1
 Mixtures;1
 Biofuels;1
 Modelling;1
 Bio-diesel fuels;1
 Bio-diesel fuel;1
 Bio-composites;1
 Moisture content (MC);1
 Moisture control;1
 Behavioral research;1
 Beetles;1
 Band selection;1
 Moisture meters;1
 Moisture range;1
 Moisture sensor;1
 Moisture sensors;1
 Molecular Imprint Polymer;1
 Molecular imprint polymers;1
 Banana ripening;1
 Learning algorithms;1
 Molecularly imprinted polymer;1
 Bacteriology;1
 Molecules;1
 Backscattering coefficients;1
 Backpropagation algorithms;1
 Monitoring applications;1
 Average values;1
 Atmospheric composition;1
 NAC domain;1
 Assesment;1
 Asia, Southeastern;1
 Nitrogen compounds;1
 Nitrogen fertilizers;1
 Nitrogen levels;1
 Nitrogen oxides;1
 Nitrous Oxide;1
 Nitrous oxide;1
 Anthocyanin index;1
 Anthocyanin content;1
 Non-contact;1
 Antenna accessories;1
 Non-contact measurement;1
 Non-contact measurement technique;1
 Non-destruction;1
 Non-destructive control;1
 Non-destructive technique;1
 Non-invasive sensors;1
 Non-structural carbohydrates;1
 Non-targeted metabolomics;1
 Non-toxic alternatives;1
 Noncontact measurements;1
 Nondestructive determination;1
 Anonymous authentication;1
 Animals;1
 Nondestructive method;1
 Nonlinear systems;1
 Normalized Difference Built-up Index;1
 Normalized Difference Vegetation Index;1
 Anthocyanins;1
 Anthropomorphic robots;1
 Nickel compounds;1
 Near infrared;1
 Ashanti;1
 Artificial organs;1
 NIR regions;1
 NMR;1
 NPK measurement;1
 Nanocomposite;1
 Nanosensors;1
 Nanostructured materials;1
 Nanostructures;1
 Natural esters;1
 Artificial intelligent techniques;1
 Apples;1
 Near-infrared;1
 Nickel;1
 Near-infrared spectroscopies;1
 Near-infrared spectroscopy non-destructive sensor;1
 Nearest neighbor search;1
 Apple fruits;1
 Antioxidants;1
 Network analyzer;1
 Antiferromagnetic orderings;1
 Networks (circuits);1
 Neural network;1
 Neural network (nn);1
 Anti-microbial activity;1
 New approaches;1
 Least squares approximations;1
 Lab Method;1
 Learning Vector Quantization;1
 Firmness;1
 Food Microbiology;1
 Food science;1
 Food security;1
 Determination coefficients;1
 Food supply;1
 Force parameters;1
 Detectors;1
 Detection system;1
 Forest;1
 Detection;1
 Forest conservation;1
 Forest conversion;1
 Forest fragment;1
 Forest reserves;1
 Forest restoration;1
 Forest succession;1
 Fossil fuel power plants;1
 Fossil fuels;1
 Foundational aspects;1
 Fourier transform infrared spectrometry;1
 Fourier transform infrared spectroscopy;1
 Detailed design;1
 Frequency allocation;1
 Destructive interference;1
 Design projects;1
 Design procedure;1
 Design of experiments;1
 Development;1
 Fly ash;1
 Development agencies;1
 Floral asynchrony;1
 Five-port reflectometer;1
 Diesel power plants;1
 Diesel engines;1
 Flavor compounds;1
 Flavors;1
 Flight test;1
 Diesel engine performance;1
 Dielectric sensors;1
 Dielectric properties of liquids;1
 Dielectric measurements;1
 Dielectric losses;1
 Flooding;1
 Florida;1
 Development and applications;1
 Florida [United States];1
 Flow control valve;1
 Flower;1
 Dielectric devices;1
 Dielectric constants;1
 Fluorescence ratio;1
 Fluorescence sensor;1
 Fluorescence sensors;1
 Device configurations;1
 Fluorescence technique;1
 Development scenarios;1
 Development policies;1
 Design and implementations;1
 Design;1
 Frequency division multiplexing;1
 GLO-PEM;1
 Fuel oils;1
 Fuel properties;1
 Fuel samples;1
 Full factorial design;1
 Data handling;1
 Fungi;1
 Furfural;1
 Fusion;1
 Data collection;1
 Data centers;1
 Fuzzy weighted multivariate regression;1
 GI;1
 GLO-PEM model;1
 Fuel economy;1
 Data acquisition system;1
 Galvanostatic charge/discharge;1
 Ganoderma;1
 DSIFT;1
 Gas Sensor;1
 Gas chromatography mass spectrometry;1
 DHT11 Sensor;1
 D. digital image correlation (DIC);1
 Cytogenetics;1
 Cylinder head;1
 Gas sensing applications;1
 Gas sensor;1
 Fuel flow;1
 Data-logging;1
 Frequency techniques;1
 Fruit production efficiency;1
 Fresh and hardened properties;1
 Density functional theory;1
 Density (specific gravity);1
 Friction coefficients;1
 Dense medium radiative transfers;1
 Degradation;1
 Fruit condition monitoring;1
 Fruit counting;1
 Fruit detection and maturity identification;1
 Deformation gradient;1
 Fruit juices;1
 Fruit maturation;1
 Deforestation;1
 Fuel channels;1
 Deep neural networks;1
 Deep;1
 Decrement factor;1
 Fruit ripening;1
 Decision trees;1
 Fruit size;1
 Fruit surface color;1
 Fruiting;1
 Decision tree method;1
 Decision making;1
 Fruits and vegetables;1
 Decision makers;1
 Differential thermogravimetric;1
 Fires;1
 Latexes;1
 Fire point;1
 Embedded systems;1
 Emerging technologies;1
 Durability;1
 Emission signal;1
 Dry matters;1
 Empty fruit bunch;1
 Dry matter production;1
 Dry matter partitioning;1
 End effectors;1
 Energy consumption;1
 Energy efficiency;1
 Dry matter content;1
 Engine cylinders;1
 Engine performance;1
 Engineering education;1
 Engines;1
 Environmental aspects;1
 Environmental conditions;1
 Environmental governance;1
 Droughts;1
 Environmental issues;1
 Environmental management;1
 Drones;1
 Environmental performance;1
 Environmental problems;1
 Error analysis;1
 Escherichia coli;1
 Electronic sensors;1
 Durability of concretes;1
 EML;1
 Electric network analysis;1
 Effective permittivity and permeabilities;1
 Efficacy;1
 Efficiency;1
 El Nino-Southern Oscillation;1
 Elaeis guineensis jacq;1
 Elaeis oleifera;1
 Electric breakdown;1
 Economically viable;1
 Electric circuit breakers;1
 Electric conductivity;1
 Electric fields;1
 Economic productivity;1
 Electric network analyzers;1
 Early detection system;1
 Electrical capacitance;1
 Electrical conductivity;1
 Economic development;1
 Electrochemical measurements;1
 Economic added value;1
 Electromagnetic fields;1
 Electromagnetic interference shielding;1
 Electromagnetic pulse;1
 East Malaysia;1
 Electromagnetic wave interference;1
 Electronic document exchange;1
 Electronic equipment;1
 Essential services;1
 Driving conditions;1
 Driers (materials);1
 Fiber optic sensors;1
 Feature extractor;1
 Feedstock size;1
 Feedstocks;1
 Female;1
 Dipolar relaxation frequency;1
 Dihedral corner reflector;1
 Female reproductive organs;1
 Ferrite;1
 Ferrites;1
 Fertilisation;1
 Fertilizers;1
 Digital systems;1
 Fiber optics;1
 Fc-NN;1
 Digital system;1
 Digital soil test kit;1
 Fibre;1
 Fibre optic sensor;1
 Digital numbers;1
 Digital image correlations;1
 Field-based measurements;1
 Fillers;1
 Digital electronics;1
 Finite element codes;1
 Diffusion measurements;1
 Finite element method;1
 Disaster monitoring;1
 Discriminant analysis;1
 Ethylene gas;1
 Exhaust gas temperatures;1
 Ethylene measurements;1
 Ethylenes;1
 Downstream water supply;1
 Domain adaptation;1
 Distribution;1
 Distributed power;1
 Dispersion;1
 Europe;1
 Eutrophication;1
 Diseases;1
 Excitation light sources;1
 Exhaust emission;1
 Exhaust smoke;1
 Fatty Acids;1
 Exhaust temperature;1
 Experimental investigations;1
 Experimental studies;1
 Disease detection;1
 Experimental test;1
 External calibration;1
 Extraction;1
 Extreme pressure;1
 FFB;1
 FFB grading;1
 Disease control;1
 Farm Crops;1
 Gas temperature;1
 Gaseous effluents;1
 Gases;1
 Cyclic voltammetry;1
 Colour measurement;1
 Industrial emissions;1
 Industrial wastes;1
 Colorimetry;1
 Information use;1
 Infrared spectroscopy;1
 Initial surface absorptions;1
 Innovation;1
 Inorganic fertilizers;1
 Color sensors;1
 Input distance function;1
 Inspection standards;1
 Instruments;1
 Insulation;1
 Integrated device;1
 Integration;1
 Color pixels;1
 Intelligence sensor;1
 Color information;1
 Intelligent robots;1
 Inter-digitated electrodes;1
 Interdigitated Electrode;1
 Interdigitated electrodes;1
 Interdigitated transducer;1
 Interdisciplinary analysis;1
 Interface;1
 Interface circuits;1
 Colour scanners;1
 Comestibility;1
 Inductive elements;1
 Image segmentation and binarisation;1
 Illumination compensation;1
 Image acquisition;1
 Image analysis;1
 Image classification;1
 Composite samples;1
 Image enhancement;1
 Image filters;1
 Image processing - methods;1
 Composite;1
 Image processing and analysis;1
 Image processing technique;1
 Comparative analysis;1
 Impact on the environment;1
 Commercial grades;1
 Improvement in product quality;1
 In situ hybridization;1
 In-control;1
 Independent variables;1
 Index of absorbance difference;1
 Indole-3-acetic acid;1
 Communication systems;1
 Inductance;1
 Communication;1
 Commercial standards;1
 Commercial products;1
 Commercial plantation;1
 Internal bonding;1
 Internal browning;1
 Internal oxygen;1
 Classification trees;1
 Effect of washing;1
 Laboratory experiments;1
 Labour-intensive;1
 Clusters;1
 Land cover change;1
 Land resources;1
 Land surface temperature;1
 Clipping techniques;1
 Climate change mitigation;1
 Land use conversion;1
 Climate change;1
 Land use disturbances;1
 Classification tasks;1
 La Nina;1
 Land-use and land cover classifications;1
 Land-use change;1
 Land-use systems;1
 Landscape;1
 Landscape disturbance;1
 Classification system;1
 Landscapes;1
 Large signals;1
 Larva;1
 Classification results;1
 Classification regression;1
 Classification performance;1
 Co-benefits;1
 Coatings;1
 Internal structure;1
 K-nearest neighbor method;1
 Internet of Things (IoT);1
 Invariant representation;1
 Cognitive systems;1
 Investments;1
 Ionic liquids;1
 Ionic liquids pretreatment;1
 Ionization of gases;1
 Cognates recognition;1
 Isotope composition;1
 Coelaenomenodera lameensis;1
 Code division multiple access (CDMA) system;1
 K-Nearest Neighbour;1
 Coconut oil;1
 LAI;1
 K-nearest neighbours;1
 Kade;1
 Kalanchoe;1
 Kalanchoe blossfeldiana;1
 Kalimantan;1
 Kanamycins;1
 Kinetics;1
 Coaxial feeders;1
 Kiwifruit;1
 Knowledge pertaining;1
 Kyoto Protocol;1
 Kyoto protocol;1
 ITS evaluation;1
 IOT;1
 Hyperspectral technology;1
 Conversion rates;1
 Gonadosomatic index;1
 Good correlations;1
